id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan
893166,12558780,7 The Crescent,Marayong,2148,NSW,-33.745744,150.897614,house,556,1,1,0,false
68451,12597801,65/17 Huntley Drive,Blacktown,2148,NSW,-33.793973,150.901817,unit,,2,2,1,true
3396696,12598769,22 Matthew Crescent,Blacktown,2148,NSW,-33.779337,150.898609,house,,2,2,1,false
861871,12601190,4 Canton Street,Kings Park,2148,NSW,-33.739305,150.903928,house,567,2,2,2,true
1514362,12604613,4 Kurrajong Crescent,Blacktown,2148,NSW,-33.788937,150.899479,house,556,5,3,2,true
68274,12639123,12 Gardenset Grove,Blacktown,2148,NSW,-33.793158,150.899288,house,532,2,2,2,true
2651296,12643851,5 McClean Street,Blacktown,2148,NSW,-33.757301,150.887063,house,,2,2,2,false
68250,12669902,28/2 Bruce Street,Blacktown,2148,NSW,-33.770126,150.916060,unit,,2,2,2,true
3013989,12669943,50A Anthony Street,Blacktown,2148,NSW,-33.750866,150.921770,land,566,0,0,0,true
1444080,12675641,29/1 Myrtle Street,Prospect,2148,NSW,-33.794528,150.905258,unit,,1,1,1,true
2751701,12724655,85 Doonside Crescent,Blacktown,2148,NSW,-33.764424,150.887142,house,701,2,2,2,true
4072499,12752369,57 Lyton Street,Blacktown,2148,NSW,-33.762380,150.894090,house,953,1,1,1,false
4148996,12799724,20 Gould Way,Blacktown,2148,NSW,-33.783386,150.883030,unit,,2,2,2,true
2668734,12808092,8/37 Shedworth Street,Marayong,2148,NSW,-33.743423,150.895690,unit,,3,3,2,true
1941345,12810112,15 Wattle Street,Blacktown,2148,NSW,-33.765532,150.888347,house,556,1,1,2,true
2872415,12820169,21 Dunn Way,Blacktown,2148,NSW,-33.783250,150.883760,house,,2,2,1,true
4160878,12838672,7/41 St Martins Crescent,Blacktown,2148,NSW,-33.781082,150.916410,unit,,2,2,2,true
2270384,12881166,9 Frederick Street,Blacktown,2148,NSW,-33.751991,150.918515,house,752,1,1,4,true
1778399,12881852,163b Kildare Road,Blacktown,2148,NSW,-33.767491,150.889992,house,334,1,1,0,true
68450,12916184,22 Highpoint Drive,Blacktown,2148,NSW,-33.790022,150.894182,house,450,1,1,2,true
124453,12928569,227 Richmond Road,Marayong,2148,NSW,-33.751431,150.886870,house,641,3,1,2,true
2126420,12965367,51a Doonside Crescent,Blacktown,2148,NSW,-33.764923,150.890350,house,,3,3,2,false
3751866,12968835,84 Myrtle Street,Prospect,2148,NSW,-33.795107,150.912316,house,642,2,2,0,true
1140684,13080485,320 Bungarribee Road,Blacktown,2148,NSW,-33.774975,150.886698,house,556,1,1,4,true
1164235,13197273,15 Archer Street,Blacktown,2148,NSW,-33.784513,150.897582,house,626,1,1,1,true
1008270,13202912,1 Nicholas Street,Blacktown,2148,NSW,-33.778187,150.901808,house,556,1,1,1,true
68380,13214606,17 Braddon Street,Blacktown,2148,NSW,-33.780240,150.888020,house,,1,1,2,true
3554780,13233627,91 Aldgate Street,Prospect,2148,NSW,-33.797585,150.918245,house,607,1,1,4,true
4061316,13245240,44/173A Reservoir Road,Blacktown,2148,NSW,-33.795990,150.899340,unit,190,1,1,1,true
3900735,13251937,39/2-4 Fourth Avenue,Blacktown,2148,NSW,-33.765390,150.912520,unit,,1,1,1,true
68497,13267732,1 Keyworth Drive,Blacktown,2148,NSW,-33.787853,150.919530,house,387,3,3,2,true
68309,13307409,1 Malouf Place,Blacktown,2148,NSW,-33.753836,150.887732,house,569,3,3,2,true
2177052,13346488,83 Turner Street,Blacktown,2148,NSW,-33.754004,150.925285,house,474,2,2,2,true
4098155,13361134,161 Madagascar Drive,Kings Park,2148,NSW,-33.738095,150.908777,house,480,1,1,1,true
3546137,13362176,252 Madagascar Drive,Kings Park,2148,NSW,-33.742768,150.914896,house,560,1,1,2,true
4092897,13364004,31B Vella Crescent,Blacktown,2148,NSW,-33.783288,150.890761,house,,2,2,2,true
4088396,13370952,32 Caratel Crescent,Marayong,2148,NSW,-33.747158,150.888958,house,565,1,1,2,false
1778435,13480890,4 Glamorgan Street,Blacktown,2148,NSW,-33.785765,150.910178,house,562,1,1,3,false
68464,13484155,10 Meroo Street,Blacktown,2148,NSW,-33.770878,150.898270,house,,1,1,1,false
4151357,13496610,105/1 Griffiths Street,Blacktown,2148,NSW,-33.773620,150.915570,unit,,1,1,1,true
3504629,13502607,32 Love Street,Blacktown,2148,NSW,-33.758485,150.889944,house,,2,2,3,true
68466,13517386,1/24-26 Fourth Avenue,Blacktown,2148,NSW,-33.764475,150.909933,unit,,2,2,1,true
1458195,13541763,55 William Street,Blacktown,2148,NSW,-33.764247,150.896076,house,604,1,1,2,true
2126417,13541794,200 Blacktown Road,Blacktown,2148,NSW,-33.788257,150.919216,house,588,1,1,2,true
4091730,13543397,8/26 Clifton St,Blacktown,2148,NSW,-33.768600,150.913842,unit,,1,1,1,false
4092533,13557257,8 Daphne Place,Blacktown,2148,NSW,-33.756948,150.917572,house,,2,2,2,false
1712946,13560482,194 Madagascar Drive,Kings Park,2148,NSW,-33.739111,150.913156,house,695,2,2,2,true
68377,13562197,6/16 Oxford Street,Blacktown,2148,NSW,-33.769436,150.913702,unit,,2,2,1,true
4100329,13564738,7/140 Walters Road,Blacktown,2148,NSW,-33.783775,150.893310,unit,,1,1,2,false
1164237,13568771,20/21-29 Third Avenue,Blacktown,2148,NSW,-33.765007,150.910130,unit,,1,1,1,true
912534,13588129,75 Highpoint Drive,Blacktown,2148,NSW,-33.791331,150.895124,unit,,2,2,2,false
1188571,13590326,35 Dunstable Road,Blacktown,2148,NSW,-33.757664,150.917959,house,676,1,1,2,true
68391,13608711,10 Valda Street,Blacktown,2148,NSW,-33.785310,150.905650,house,722,1,1,2,true
