,0,1,2
0,4121487,https://bucket-api.domain.com.au/v1/bucket/image/12626613_1_1_181022_093547-w1076-h588,"1805/1 Boys Avenue, Blacktown NSW 2148 is a Unit, with 3 bedrooms, 2 bathrooms, and 1 parking space. This Unit is estimated to be worth around $600k.The Domain property ID is OW-7933-IA, and the Government legal property description is 76/SP97121. "
