,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,216207,2 Janice,4174965,903/8 River Road West,223759,702/2 River Road West,4124228,28 Harwood,3192349,602/2 River Road West,223863,701/2 River Rd West,216218,3/54-56 Seven Hills Road South,3744230,206/6 River Road West,3286966,1/22 Station Street East,537609,10 Katia,223787,107/6 River Road West,3166179,1101/8 River Road West,2018677,8/47 Wigram,2947796,809/6 River Rd West,3357982,910/6 River Road West,961168,103/6 River Road West,223970,1 River Road West
